,baseMean,log2FoldChange,pvalue,padj,gene_name,present in APEX-RNCseq lyso?,present in APEX-RNCseq cyto?,present in FULL APEX-RNCseq lyso,present in FULL APEX-RNC cyto list,present in p300,present in Psig,present in Fsig
ENSG00000245146.7,34.58463983,-0.77762788,0.005842858,0.024221432,MALINC1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000102316.17,296.3939472,-0.777661328,7.83E-08,6.90E-07,MAGED2,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000198863.7,160.3046194,-0.778175513,1.90E-05,0.000132792,RUNDC1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000110429.14,332.3522277,-0.778322142,1.67E-08,1.53E-07,FBXO3,#N/A,#N/A,#N/A,#N/A,yes,#N/A,yes
ENSG00000131067.17,67.43545969,-0.778337742,0.002653162,0.012241275,GGT7,#N/A,#N/A,#N/A,#N/A,yes,#N/A,yes
ENSG00000115946.8,92.30522034,-0.778432629,7.94E-05,0.000509239,PNO1,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000235016.1,79.25990124,-0.778681464,0.000698814,0.003741732,SEMA3F-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000255112.3,115.9948856,-0.779480725,4.22E-06,3.18E-05,CHMP1B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000267858.6,46.24727192,-0.779675046,0.004395386,0.01901273,MZF1-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000180917.17,106.2284191,-0.779771237,2.03E-05,0.000141687,CMTR2,#N/A,#N/A,yes,#N/A,yes,#N/A,#N/A
ENSG00000158486.13,51.3004244,-0.779893833,0.011606318,0.042778778,DNAH3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000069667.16,625.8541404,-0.779925997,2.94E-07,2.48E-06,RORA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000198205.6,35.23507084,-0.780694675,0.006756429,0.027379553,ZXDA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000142082.15,81.30526516,-0.780848212,0.000373373,0.002123724,SIRT3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000141642.9,33.34416508,-0.780898049,0.007756138,0.030730587,ELAC1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000119686.10,29.07847797,-0.780917794,0.012185032,0.044557113,FLVCR2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000279675.1,124.056601,-0.781094972,4.48E-05,0.000298695,AC080100.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000132024.17,75.50509606,-0.781293833,0.000598538,0.003248435,CC2D1A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000256040.2,183.0014143,-0.78173881,1.99E-06,1.55E-05,PAPPA-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000116741.8,113.0150564,-0.782059587,3.33E-05,0.000226293,RGS2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000141503.17,335.7933015,-0.782997588,7.31E-06,5.38E-05,MINK1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000128805.14,61.7240761,-0.783715786,0.00060367,0.003273864,ARHGAP22,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000272106.1,42.70217408,-0.78399742,0.003752475,0.016575638,AL691432.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164542.12,300.7260377,-0.784040924,5.76E-09,5.45E-08,KIAA0895,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164284.15,347.7014197,-0.784356292,4.51E-08,4.04E-07,GRPEL2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000166086.13,254.494774,-0.784442401,1.22E-08,1.13E-07,JAM3,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000197948.11,63.9975394,-0.784613184,0.00110465,0.005649651,FCHSD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000267776.1,64.50149994,-0.784938629,0.000357832,0.002043067,AC006116.10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000172977.13,89.98189338,-0.784978521,0.000243895,0.001434888,KAT5,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000067191.16,205.8132503,-0.785274735,1.99E-05,0.000139239,CACNB1,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000198060.10,183.1231644,-0.785318883,3.08E-07,2.59E-06,5-Mar,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000186866.16,62.93515936,-0.785384068,0.00053541,0.002939353,POFUT2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000198393.8,131.7109743,-0.785563684,4.43E-06,3.33E-05,ZNF26,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000264187.1,28.97785211,-0.785655494,0.013137756,0.047340072,AC055811.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000147475.17,125.5180233,-0.785800568,3.99E-06,3.01E-05,ERLIN2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000132485.14,484.4813358,-0.786000106,1.39E-07,1.20E-06,ZRANB2,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000279133.1,38.82613088,-0.786952183,0.013788748,0.049217987,AC018628.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000196660.10,78.87348495,-0.786971625,7.57E-05,0.000487709,SLC30A10,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000197991.11,45.54678817,-0.7869826,0.002293368,0.010781388,AL592490.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000186479.5,166.0478371,-0.786995318,3.59E-07,3.00E-06,RGS7BP,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000100918.13,56.09204594,-0.787698367,0.00152931,0.007547925,REC8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000144191.11,113.5830056,-0.787929532,1.69E-05,0.000119263,CNGA3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000274349.4,39.02484141,-0.788321311,0.005831958,0.024184261,ZNF658,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000180229.12,70.03445683,-0.788575262,0.000661466,0.003557489,HERC2P3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163462.18,75.18524581,-0.788774229,0.001832731,0.008850768,TRIM46,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000280011.1,49.33322581,-0.788798318,0.002207578,0.010436908,AL031595.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000157036.13,128.3217262,-0.788965772,1.18E-05,8.45E-05,EXOG,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000177239.15,98.60045519,-0.788978684,0.000745381,0.003967857,MAN1B1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000184517.12,145.7072023,-0.789029879,1.52E-05,0.00010778,ZFP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000234899.10,44.78640026,-0.789124802,0.007806286,0.03089732,SOX9-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000132906.18,36.62516629,-0.78934893,0.007670537,0.030449969,CASP9,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000110786.18,127.7347368,-0.789545089,4.23E-05,0.000282959,PTPN5,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000239305.7,168.8018141,-0.789912958,3.41E-07,2.86E-06,RNF103,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000167566.17,86.17862578,-0.790020045,0.000139338,0.000857248,NCKAP5L,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000169231.13,56.47595993,-0.791087409,0.001697374,0.008268528,THBS3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000170382.12,36.46569077,-0.79133409,0.006008056,0.024783065,LRRN2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000230408.3,109.4372113,-0.791474443,3.94E-05,0.00026519,AC007163.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000255114.1,46.55100105,-0.791814783,0.007223217,0.028927554,AP003392.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000139197.10,134.2303735,-0.79194135,3.74E-06,2.84E-05,PEX5,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000170881.4,104.1655783,-0.792751984,1.80E-05,0.000126611,RNF139,#N/A,#N/A,yes,#N/A,#N/A,yes,#N/A
ENSG00000063169.10,47.83897993,-0.793015551,0.003120291,0.014083149,BICRA,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000227036.8,82.02376567,-0.793120862,0.001691178,0.008240483,LINC00511,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000119965.13,69.14583011,-0.793674122,0.000151798,0.000928127,C10orf88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227906.8,56.9339473,-0.794027557,0.001113241,0.005686214,SNAP25-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000114646.10,94.01804456,-0.794052334,9.05E-05,0.000574418,CSPG5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000112759.18,56.82917542,-0.794680261,0.000561072,0.003064094,SLC29A1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000148840.11,123.2636103,-0.794741742,0.000273287,0.001590353,PPRC1,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000269151.1,42.27565442,-0.794804134,0.002135699,0.010134107,AC007193.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000182841.12,48.40906545,-0.795131942,0.00286643,0.013098046,RRP7BP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000259623.1,146.5460255,-0.795276745,4.73E-05,0.000314475,AC125257.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000123415.15,45.8543851,-0.796459807,0.002241961,0.010580802,SMUG1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000135144.7,97.46858997,-0.797079082,0.000223237,0.00132519,DTX1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000242808.9,76.26685442,-0.797487933,0.003711823,0.01642507,SOX2-OT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000165810.17,112.7463,-0.797489263,1.01E-05,7.30E-05,BTNL9,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000186480.13,193.2137555,-0.798293181,1.03E-07,9.02E-07,INSIG1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000165506.14,56.28764079,-0.799305658,0.00120751,0.006120562,DNAAF2,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000196968.11,185.3275611,-0.800538109,7.19E-07,5.84E-06,FUT11,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000146476.11,118.9992205,-0.800584215,1.09E-05,7.85E-05,ARMT1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000135763.10,49.86869236,-0.800671425,0.001466151,0.007275309,URB2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000169957.10,76.65702664,-0.800859902,0.000211112,0.001259389,ZNF768,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000205084.11,56.44106023,-0.801403459,0.001106129,0.005656344,TMEM231,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000144677.15,46.4569603,-0.801425416,0.001231867,0.006234309,CTDSPL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000174749.6,69.06468722,-0.801461397,0.000211699,0.001262692,FAM241A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000177788.6,49.91139484,-0.802121895,0.00105686,0.005432531,AL162595.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000140859.16,55.15200068,-0.802549654,0.001333691,0.006685201,KIFC3,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000175820.4,68.97159979,-0.802750101,0.00219606,0.01038638,CCDC168,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000273489.1,61.24233967,-0.803259725,0.0013796,0.006892305,AC008264.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000285996.1,32.6574939,-0.803345445,0.006209346,0.025503435,AC006116.11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000186187.12,172.1767344,-0.803387983,3.75E-06,2.85E-05,ZNRF1,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000189369.9,174.447043,-0.803832247,1.24E-07,1.08E-06,GSPT2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000157214.14,36.33819604,-0.804238945,0.005280414,0.022258637,STEAP2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000187601.5,80.70048296,-0.804455445,0.000197171,0.001182616,MAGEH1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000111711.10,182.5671101,-0.804567026,3.67E-07,3.07E-06,GOLT1B,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000133065.11,68.61918206,-0.805158921,0.000172813,0.001045541,SLC41A1,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000105939.13,229.9199961,-0.805194543,8.65E-08,7.60E-07,ZC3HAV1,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000248980.1,32.83544922,-0.805517682,0.007019934,0.028243043,AC019163.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000214548.18,64.57816872,-0.805964489,0.006906692,0.027844157,MEG3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000173349.6,42.9079056,-0.806286194,0.001890779,0.009089156,SFT2D3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000118733.16,225.2299996,-0.806352154,1.48E-07,1.27E-06,OLFM3,#N/A,#N/A,#N/A,yes,yes,#N/A,#N/A
ENSG00000175899.14,53.85084715,-0.806386038,0.000635618,0.003428793,A2M,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000205581.11,466.9335694,-0.806683036,1.89E-09,1.84E-08,HMGN1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000162231.14,234.5932297,-0.807101402,1.57E-07,1.35E-06,NXF1,#N/A,yes,#N/A,yes,yes,yes,yes
ENSG00000124493.13,48.22099087,-0.80719721,0.001295528,0.006515662,GRM4,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000074855.11,78.08916778,-0.807439265,0.000868612,0.004552815,ANO8,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000172465.14,76.53763547,-0.808085468,0.000187286,0.001127291,TCEAL1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000108924.14,31.3533396,-0.808200307,0.006836573,0.027644622,HLF,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000263424.1,97.9571293,-0.808924201,3.29E-05,0.000223773,AC110597.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000249967.1,36.45954451,-0.809080845,0.003278048,0.014719056,AL355315.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000285608.1,178.3856022,-0.809881218,7.52E-07,6.10E-06,AL161665.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000281348.1,45.99782765,-0.810155101,0.001676341,0.008173495,AC120114.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000136866.13,92.46436894,-0.810189067,9.77E-06,7.08E-05,ZFP37,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000171161.13,42.7135061,-0.810467208,0.001529335,0.007547925,ZNF672,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000272752.6,142.1966054,-0.81080334,5.21E-05,0.000344608,STAG3L5P-PVRIG2P-PILRB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000165186.12,91.8037111,-0.810875509,6.64E-05,0.000431279,PTCHD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000169299.14,45.53657711,-0.811168524,0.001743245,0.008464517,PGM2,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000176055.10,235.1917763,-0.811262283,4.19E-08,3.75E-07,MBLAC2,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000267034.1,68.45808537,-0.811775405,0.000111027,0.000695149,AC010980.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000123901.9,109.9995984,-0.812034428,0.000108144,0.000678232,GPR83,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000234684.7,49.96937687,-0.812824373,0.000925131,0.004817631,SDCBP2-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000178878.12,189.1736031,-0.812924266,5.77E-07,4.74E-06,APOLD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000166340.17,55.56568745,-0.813057456,0.000795756,0.00420915,TPP1,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000267470.6,71.4925259,-0.813215075,0.000238503,0.001406914,ZNF571-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000138231.13,40.34800044,-0.813248543,0.00278987,0.012799635,DBR1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000066230.12,38.00416059,-0.813714545,0.003756768,0.016592652,SLC9A3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000272419.6,29.13417905,-0.814072935,0.009702187,0.036898398,LINC01145,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000174804.4,26.8169251,-0.8143185,0.012334179,0.044984392,FZD4,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000272916.5,126.5361118,-0.81457287,6.95E-06,5.13E-05,AC022400.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000188385.12,114.767194,-0.814655333,1.39E-05,9.89E-05,JAKMIP3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000164631.19,190.9837912,-0.815169822,1.67E-08,1.53E-07,ZNF12,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000196636.7,33.08392741,-0.815564546,0.006201533,0.02547475,SDHAF3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197935.6,36.06553693,-0.815769348,0.00400225,0.017548829,ZNF311,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000166793.12,41.59601676,-0.8158887,0.003087584,0.0139624,YPEL4,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000166987.15,97.84685832,-0.816156631,0.000223415,0.001326041,MBD6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000176884.15,171.3196626,-0.816352584,0.000285434,0.001654884,GRIN1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000009790.15,30.47943977,-0.816407088,0.011064624,0.041088885,TRAF3IP3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000117906.14,404.2084715,-0.816722164,1.08E-10,1.13E-09,RCN2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000115042.10,42.19699707,-0.816983059,0.004105662,0.017954018,FAHD2A,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000146122.17,32.98720185,-0.817402308,0.013247134,0.047647276,DAAM2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000108469.15,42.76664254,-0.81745654,0.002264434,0.010666743,RECQL5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000163536.12,96.12126957,-0.817484082,3.71E-05,0.000250328,SERPINI1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000197989.14,292.4097522,-0.817678228,9.55E-07,7.69E-06,SNHG12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000180543.5,75.97137389,-0.818280625,4.50E-05,0.000300225,TSPYL5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000260412.1,81.96324138,-0.818292534,8.21E-05,0.000524812,AL353746.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000139433.10,41.66381805,-0.819416831,0.001647194,0.008049524,GLTP,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000112874.10,77.90638924,-0.819578384,0.000146117,0.000895722,NUDT12,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000259943.1,41.64416872,-0.82041897,0.001886072,0.009068852,AL050341.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000127337.7,75.62025372,-0.820486238,0.000334618,0.001918408,YEATS4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000260007.3,86.71922872,-0.821349678,9.81E-05,0.000619296,AC107871.1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000225697.13,27.97470611,-0.822045094,0.008835573,0.034188082,SLC26A6,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000137496.18,48.56853559,-0.822507438,0.000777106,0.004116305,IL18BP,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000170549.4,84.08631213,-0.822579319,0.00019746,0.001183971,IRX1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000165997.5,433.4878972,-0.822886505,9.48E-09,8.85E-08,ARL5B,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000138162.19,490.14942,-0.823154862,7.95E-10,7.93E-09,TACC2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000110074.11,59.17988841,-0.823330142,0.001469351,0.007286372,FOXRED1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000273301.1,32.75406717,-0.823399678,0.004556979,0.019610005,AC016717.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000223519.8,41.11570114,-0.823555864,0.002589498,0.011981414,KIF28P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000228830.1,53.9036669,-0.824352747,0.001358172,0.006799738,AL160408.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000012822.16,171.3292144,-0.824621835,1.85E-07,1.58E-06,CALCOCO1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000280143.1,30.44619422,-0.82474861,0.007175554,0.028767372,AP000892.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000227028.6,169.0491704,-0.825153282,2.58E-06,1.99E-05,SLC8A1-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000161204.11,137.05952,-0.825327922,1.34E-05,9.54E-05,ABCF3,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000093217.11,52.87415953,-0.825650386,0.001061026,0.005450958,XYLB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000270022.3,44.06115293,-0.825977854,0.002257143,0.010639074,Z93241.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000160753.16,209.7203256,-0.826099486,2.28E-07,1.94E-06,RUSC1,#N/A,yes,#N/A,yes,#N/A,yes,#N/A
ENSG00000005187.12,32.87925126,-0.826339883,0.012355491,0.045035859,ACSM3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000213782.7,184.5189743,-0.82672474,9.49E-07,7.64E-06,DDX47,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000100346.18,62.29795142,-0.826861982,0.000313001,0.00180135,CACNA1I,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000260122.1,32.96904484,-0.827123422,0.005299365,0.02232849,AC068987.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000286169.1,52.20281971,-0.82720673,0.000517261,0.002851395,AHRR,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000167065.13,69.78423969,-0.827594361,0.000176366,0.00106498,DUSP18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000147036.11,51.16981994,-0.827629367,0.000540867,0.002965836,LANCL3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000176401.6,35.12457244,-0.827749588,0.004845463,0.020643136,EID2B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000226320.6,37.69454501,-0.827790888,0.009346366,0.035766267,LINC01811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000198691.13,29.75538011,-0.828094684,0.013562537,0.048539811,ABCA4,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000239653.1,33.88390788,-0.828843291,0.005706607,0.023761593,PSMD6-AS2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000010539.11,87.11255234,-0.828895369,2.88E-05,0.000197515,ZNF200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000276610.1,59.81749549,-0.829198282,0.00091328,0.004764314,SNORD64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000240356.6,29.95764174,-0.829639969,0.006215188,0.025516899,RPL23AP7,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000154099.18,51.57673033,-0.829808806,0.000634425,0.003423343,DNAAF1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000105135.16,37.04733518,-0.829948836,0.00532078,0.022398605,ILVBL,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000155868.8,102.7625117,-0.830011287,6.56E-06,4.85E-05,MED7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000204231.10,58.49368717,-0.830184625,0.000460531,0.002572404,RXRB,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
